mixture_ID,source_1_path,source_1_gain,source_2_path,source_2_gain,source_3_path,source_3_gain,source_4_path,source_4_gain,noise_path,noise_gain
8051-295385-0004_6181-216552-0067_7067-76048-0021_4788-94904-0013,train-clean-100\8051\295385\8051-295385-0004.flac,0.5497332869816672,train-clean-100\6181\216552\6181-216552-0067.flac,0.5743933279396686,train-clean-100\7067\76048\7067-76048-0021.flac,0.6913768640586392,train-clean-100\4788\94904\4788-94904-0013.flac,0.6016801019142809,tr/20ao010q_1.0741_408a010n_-1.0741.wav,0.41827473024629347
6848-252322-0003_3259-158083-0090_1624-168623-0018_2159-179157-0005,train-clean-100\6848\252322\6848-252322-0003.flac,0.3977055287880497,train-clean-100\3259\158083\3259-158083-0090.flac,0.48842614328653267,train-clean-100\1624\168623\1624-168623-0018.flac,0.6105492695822207,train-clean-100\2159\179157\2159-179157-0005.flac,0.7162351604884724,tr/40io0310_2.0228_208a010z_-2.0228.wav,1.1386255048407474
8419-286676-0000_250-142276-0043_3947-13262-0049_150-126112-0028,train-clean-100\8419\286676\8419-286676-0000.flac,0.5854373017083674,train-clean-100\250\142276\250-142276-0043.flac,0.6324543381761286,train-clean-100\3947\13262\3947-13262-0049.flac,0.5020027769115357,train-clean-100\150\126112\150-126112-0028.flac,0.853754996415634,tr/20so0108_0.64328_02co030m_-0.64328.wav,1.169293762415131
7402-90848-0054_4267-72637-0019_1098-133695-0019_7278-104730-0017,train-clean-100\7402\90848\7402-90848-0054.flac,0.6733803112995795,train-clean-100\4267\72637\4267-72637-0019.flac,0.742042366614054,train-clean-100\1098\133695\1098-133695-0019.flac,0.5328150456558168,train-clean-100\7278\104730\7278-104730-0017.flac,0.629464148152975,tr/20qo0102_0.1038_401o0301_-0.1038.wav,2.68042683125422
5808-48608-0037_5192-19397-0022_5561-39621-0045_445-123857-0007,train-clean-100\5808\48608\5808-48608-0037.flac,0.40610394438240616,train-clean-100\5192\19397\5192-19397-0022.flac,0.7179414085798594,train-clean-100\5561\39621\5561-39621-0045.flac,0.16634829500856574,train-clean-100\445\123857\445-123857-0007.flac,0.508482638463473,tr/01no0309_0.18312_404o031d_-0.18312.wav,0.8766176111559238
2007-149877-0043_7312-92432-0012_6563-63821-0042_2514-149482-0015,train-clean-100\2007\149877\2007-149877-0043.flac,0.5113965857905138,train-clean-100\7312\92432\7312-92432-0012.flac,0.4736218452211976,train-clean-100\6563\63821\6563-63821-0042.flac,1.207283268381263,train-clean-100\2514\149482\2514-149482-0015.flac,0.5225708514129529,tr/20so010n_0.097163_02do030v_-0.097163.wav,0.7375599783252711
7517-100442-0026_3983-5331-0011_2182-181183-0003_1447-130550-0025,train-clean-100\7517\100442\7517-100442-0026.flac,0.35595083030587615,train-clean-100\3983\5331\3983-5331-0011.flac,0.9428958875649299,train-clean-100\2182\181183\2182-181183-0003.flac,1.1332088770243534,train-clean-100\1447\130550\1447-130550-0025.flac,1.8492751226128161,tr/01nc021b_0.61327_209a010p_-0.61327.wav,0.9602400637741082
5750-100289-0077_4362-15663-0091_4014-186179-0031_8108-274318-0047,train-clean-100\5750\100289\5750-100289-0077.flac,0.5646817074174038,train-clean-100\4362\15663\4362-15663-0091.flac,0.3592920898405174,train-clean-100\4014\186179\4014-186179-0031.flac,0.46643921536467436,train-clean-100\8108\274318\8108-274318-0047.flac,0.426147697068015,tr/20ko010m_1.5017_01aa010t_-1.5017.wav,1.936132073440227
1737-146161-0003_1040-133433-0016_7780-274562-0013_7278-246956-0022,train-clean-100\1737\146161\1737-146161-0003.flac,0.6428377595585368,train-clean-100\1040\133433\1040-133433-0016.flac,1.3020595205826622,train-clean-100\7780\274562\7780-274562-0013.flac,0.7396379739044013,train-clean-100\7278\246956\7278-246956-0022.flac,0.6707464483069645,tr/01wo030l_0.38677_01lo0319_-0.38677.wav,0.3045181346859293
8108-280359-0009_4680-16026-0038_6385-34655-0020_8609-283227-0025,train-clean-100\8108\280359\8108-280359-0009.flac,0.9158262662478254,train-clean-100\4680\16026\4680-16026-0038.flac,0.7602700901177805,train-clean-100\6385\34655\6385-34655-0020.flac,0.6188881402872554,train-clean-100\8609\283227\8609-283227-0025.flac,0.7098502628706564,tr/01jo0315_0.58208_20ta010p_-0.58208.wav,1.7045150987428
198-126831-0041_669-129061-0048_7178-34644-0013_2391-145015-0027,train-clean-100\198\126831\198-126831-0041.flac,2.5575415850265166,train-clean-100\669\129061\669-129061-0048.flac,0.3563570426359616,train-clean-100\7178\34644\7178-34644-0013.flac,0.5884609846000338,train-clean-100\2391\145015\2391-145015-0027.flac,0.6273843678016425,tr/01lo030z_0.88894_405o030w_-0.88894.wav,2.9564008640268273
1963-142776-0001_2893-139310-0006_1743-142914-0007_6181-216552-0039,train-clean-100\1963\142776\1963-142776-0001.flac,0.8417326198691455,train-clean-100\2893\139310\2893-139310-0006.flac,0.5647978923648707,train-clean-100\1743\142914\1743-142914-0007.flac,1.0595344509486582,train-clean-100\6181\216552\6181-216552-0039.flac,0.362533091467301,tr/207o0109_0.79268_01kc020p_-0.79268.wav,1.5795717258301294
3983-5371-0045_298-126791-0016_4160-11549-0018_4051-11218-0058,train-clean-100\3983\5371\3983-5371-0045.flac,0.6312143199376274,train-clean-100\298\126791\298-126791-0016.flac,0.7214582570642541,train-clean-100\4160\11549\4160-11549-0018.flac,0.37204796099605153,train-clean-100\4051\11218\4051-11218-0058.flac,0.7576955605057474,tr/025c0214_0.87159_01uc020d_-0.87159.wav,0.932784618657074
248-130644-0012_4898-20016-0027_6415-116629-0038_1867-154075-0043,train-clean-100\248\130644\248-130644-0012.flac,0.7978798833202907,train-clean-100\4898\20016\4898-20016-0027.flac,0.4664723571940843,train-clean-100\6415\116629\6415-116629-0038.flac,0.7068704867213323,train-clean-100\1867\154075\1867-154075-0043.flac,0.6057519297607262,tr/01jo0304_0.5138_40ga0104_-0.5138.wav,0.8226246273359532
6531-61334-0014_5390-24512-0021_4137-11702-0043_6272-70171-0000,train-clean-100\6531\61334\6531-61334-0014.flac,0.4839146692381061,train-clean-100\5390\24512\5390-24512-0021.flac,0.43831720902573856,train-clean-100\4137\11702\4137-11702-0043.flac,0.4108539825543299,train-clean-100\6272\70171\6272-70171-0000.flac,0.5366225806984029,tr/40mo0301_0.76786_01ro030h_-0.76786.wav,2.126178755386248
7190-90542-0083_5688-41232-0021_5514-19192-0032_302-123523-0027,train-clean-100\7190\90542\7190-90542-0083.flac,1.3731524910416617,train-clean-100\5688\41232\5688-41232-0021.flac,0.38907098742507873,train-clean-100\5514\19192\5514-19192-0032.flac,0.5877218227533763,train-clean-100\302\123523\302-123523-0027.flac,0.3654612322646002,tr/01lo0314_0.16575_02ba010m_-0.16575.wav,2.168303737414439
3983-5331-0028_5022-29411-0050_2196-170379-0032_3830-12535-0013,train-clean-100\3983\5331\3983-5331-0028.flac,0.3851401794037083,train-clean-100\5022\29411\5022-29411-0050.flac,0.45377623883815243,train-clean-100\2196\170379\2196-170379-0032.flac,0.4988367693683324,train-clean-100\3830\12535\3830-12535-0013.flac,1.150973208021985,tr/01sc021a_1.551_01jo0315_-1.551.wav,0.8795821056932224
3374-298026-0037_211-122425-0081_3112-9555-0054_4859-29340-0030,train-clean-100\3374\298026\3374-298026-0037.flac,0.5470477974942873,train-clean-100\211\122425\211-122425-0081.flac,0.9771978377038195,train-clean-100\3112\9555\3112-9555-0054.flac,0.432896066049914,train-clean-100\4859\29340\4859-29340-0030.flac,0.995927035354824,tr/02bo0308_0.32978_40co0302_-0.32978.wav,2.1951761349308643
5322-7680-0029_5049-25947-0097_8797-294123-0009_2007-149877-0000,train-clean-100\5322\7680\5322-7680-0029.flac,0.8803558935151073,train-clean-100\5049\25947\5049-25947-0097.flac,1.1165459132711382,train-clean-100\8797\294123\8797-294123-0009.flac,0.38054236830406835,train-clean-100\2007\149877\2007-149877-0000.flac,0.465905960975608,tr/011o0317_2.4063_207a010r_-2.4063.wav,6.984915278025153
8838-298545-0040_8468-295198-0007_3879-173592-0027_3168-173565-0059,train-clean-100\8838\298545\8838-298545-0040.flac,0.40878569778900536,train-clean-100\8468\295198\8468-295198-0007.flac,0.49985688862233657,train-clean-100\3879\173592\3879-173592-0027.flac,0.4012714050068355,train-clean-100\3168\173565\3168-173565-0059.flac,0.6638526366646951,tr/01ca010v_1.8141_01bo031c_-1.8141.wav,1.3604401296264743
4680-16041-0036_6925-80680-0020_163-122947-0057_3436-172162-0033,train-clean-100\4680\16041\4680-16041-0036.flac,0.4052049494570806,train-clean-100\6925\80680\6925-80680-0020.flac,0.5867008524248314,train-clean-100\163\122947\163-122947-0057.flac,1.230520015144834,train-clean-100\3436\172162\3436-172162-0033.flac,0.7780867274242554,tr/01qo031e_2.1139_40da010k_-2.1139.wav,0.37797564371026693
6078-54007-0042_3240-131232-0001_730-358-0015_1743-142912-0027,train-clean-100\6078\54007\6078-54007-0042.flac,0.5305852910555416,train-clean-100\3240\131232\3240-131232-0001.flac,0.5515419158251973,train-clean-100\730\358\730-358-0015.flac,0.4255406540916874,train-clean-100\1743\142912\1743-142912-0027.flac,0.6794799582310269,tr/01bc0219_1.5358_20ko010e_-1.5358.wav,0.9787786557603978
3214-167602-0023_6081-41998-0007_4406-16883-0048_1447-17506-0007,train-clean-100\3214\167602\3214-167602-0023.flac,0.5052970689811448,train-clean-100\6081\41998\6081-41998-0007.flac,0.3615972385037513,train-clean-100\4406\16883\4406-16883-0048.flac,0.6036743491947413,train-clean-100\1447\17506\1447-17506-0007.flac,0.7691676615859894,tr/20bo010k_0.66542_01ao031a_-0.66542.wav,2.469053028132981
