mixture_ID,source_1_path,source_1_gain,source_2_path,source_2_gain,noise_path,noise_gain
2911-12359-0025_696-92939-0002,train-clean-100/2911/12359/2911-12359-0025.flac,0.40061217334038435,train-clean-100/696/92939/696-92939-0002.flac,0.3609611353449467,/home/jcosentino/jcosentino/test_librimix/wham_noise/tt/22ga010t_1.2091_444c020e_-1.2091.wav,2.904553423777735
8063-274112-0024_4014-186179-0023,train-clean-100/8063/274112/8063-274112-0024.flac,0.5299546072811081,train-clean-100/4014/186179/4014-186179-0023.flac,0.997563059005908,/home/jcosentino/jcosentino/test_librimix/wham_noise/tt/051c010g_1.0325_053a050d_-1.0325.wav,2.0745739851020457
1502-122619-0064_2196-174172-0011,train-clean-100/1502/122619/1502-122619-0064.flac,0.3487584279036246,train-clean-100/2196/174172/2196-174172-0011.flac,0.6422535160805847,/home/jcosentino/jcosentino/test_librimix/wham_noise/tt/444c020i_2.2791_051c010l_-2.2791.wav,0.46368959550444044
4340-15220-0084_7264-92310-0008,train-clean-100/4340/15220/4340-15220-0084.flac,1.1565567279786462,train-clean-100/7264/92310/7264-92310-0008.flac,0.45104336547884577,/home/jcosentino/jcosentino/test_librimix/wham_noise/tt/22gc0102_0.84835_442o0313_-0.84835.wav,0.4342252362795448
2691-156745-0032_289-121652-0023,train-clean-100/2691/156745/2691-156745-0032.flac,0.5681725101290891,train-clean-100/289/121652/289-121652-0023.flac,0.6126648736182236,/home/jcosentino/jcosentino/test_librimix/wham_noise/tt/421c0211_0.5581_052c010t_-0.5581.wav,1.1828284339807298
229-130880-0011_403-128339-0034,train-clean-100/229/130880/229-130880-0011.flac,0.7261791815485977,train-clean-100/403/128339/403-128339-0034.flac,0.570746894016627,/home/jcosentino/jcosentino/test_librimix/wham_noise/tt/423o030w_0.58397_052c010q_-0.58397.wav,1.8889298607419416
2691-156745-0028_441-128988-0034,train-clean-100/2691/156745/2691-156745-0028.flac,0.4048642575214475,train-clean-100/441/128988/441-128988-0034.flac,0.4335187053700058,/home/jcosentino/jcosentino/test_librimix/wham_noise/tt/445o030n_2.3916_440c0208_-2.3916.wav,3.95323371187714
2691-156755-0018_4088-158077-0032,train-clean-100/2691/156755/2691-156755-0018.flac,0.642487646408466,train-clean-100/4088/158077/4088-158077-0032.flac,0.879232169255295,/home/jcosentino/jcosentino/test_librimix/wham_noise/tt/443o030w_0.5097_22hc010g_-0.5097.wav,1.3919506080154225
2182-150130-0006_26-496-0000,train-clean-100/2182/150130/2182-150130-0006.flac,0.9488748358295337,train-clean-100/26/496/26-496-0000.flac,0.7535983310267794,/home/jcosentino/jcosentino/test_librimix/wham_noise/tt/423o030o_2.1659_050c0116_-2.1659.wav,2.4941632712478654
7402-90848-0034_6064-56165-0035,train-clean-100/7402/90848/7402-90848-0034.flac,0.9212964729059561,train-clean-100/6064/56165/6064-56165-0035.flac,0.9646860971264472,/home/jcosentino/jcosentino/test_librimix/wham_noise/tt/22gc010j_1.8752_053c010e_-1.8752.wav,1.005723231478329
1116-137572-0006_6147-34607-0008,train-clean-100/1116/137572/1116-137572-0006.flac,0.9547064333043309,train-clean-100/6147/34607/6147-34607-0008.flac,0.5082953503902728,/home/jcosentino/jcosentino/test_librimix/wham_noise/tt/446o0303_0.2656_053a0505_-0.2656.wav,2.734547374950157
