mixture_ID,source_1_path,source_1_gain,source_2_path,source_2_gain,source_3_path,source_3_gain,noise_path,noise_gain
7447-91187-0056_5778-12761-0012_5750-100289-0028,train-clean-100/7447/91187/7447-91187-0056.flac,0.38151943727059656,train-clean-100/5778/12761/5778-12761-0012.flac,0.6241174389760302,train-clean-100/5750/100289/5750-100289-0028.flac,0.4290320872861422,tr/025c0201_0.89273_40ga010m_-0.89273.wav,2.0953755463126558
7113-86041-0017_4813-248641-0032_3235-11599-0014,train-clean-100/7113/86041/7113-86041-0017.flac,0.3972390918929713,train-clean-100/4813/248641/4813-248641-0032.flac,1.0117654842106925,train-clean-100/3235/11599/3235-11599-0014.flac,0.33364141036170736,tr/01io0303_2.0837_401o030k_-2.0837.wav,0.7047457150803015
4018-107338-0010_2843-152918-0057_7859-102519-0013,train-clean-100/4018/107338/4018-107338-0010.flac,0.42002198148764763,train-clean-100/2843/152918/2843-152918-0057.flac,0.7770754042895829,train-clean-100/7859/102519/7859-102519-0013.flac,0.3381839097324703,tr/20jc0103_0.23767_20co0104_-0.23767.wav,0.6056038722264003
6081-41998-0007_26-495-0044_7226-86964-0021,train-clean-100/6081/41998/6081-41998-0007.flac,0.3714191294133031,train-clean-100/26/495/26-495-0044.flac,0.6999942658392232,train-clean-100/7226/86964/7226-86964-0021.flac,0.3377370222924925,tr/20ko010c_0.46254_02eo030g_-0.46254.wav,3.650524398681056
6437-66172-0002_4788-294466-0002_5652-19215-0042,train-clean-100/6437/66172/6437-66172-0002.flac,0.42096888956733713,train-clean-100/4788/294466/4788-294466-0002.flac,0.45930036667906116,train-clean-100/5652/19215/5652-19215-0042.flac,0.6030743093136038,tr/40io030y_2.1928_20ja0103_-2.1928.wav,0.6692512039348802
1455-138263-0017_4088-158079-0009_5678-43301-0010,train-clean-100/1455/138263/1455-138263-0017.flac,0.9243577121142955,train-clean-100/4088/158079/4088-158079-0009.flac,0.7140392696549196,train-clean-100/5678/43301/5678-43301-0010.flac,0.5798025720804798,tr/40io0319_2.4579_207o0109_-2.4579.wav,0.7741662205453843
2159-179156-0007_7402-59171-0024_6529-62554-0038,train-clean-100/2159/179156/2159-179156-0007.flac,0.6302419285414748,train-clean-100/7402/59171/7402-59171-0024.flac,0.828254998926689,train-clean-100/6529/62554/6529-62554-0038.flac,0.3774580108420634,tr/20bo010k_0.66542_01ao031a_-0.66542.wav,2.2194855178744537
5049-25947-0008_3664-11714-0030_7402-90848-0001,train-clean-100/5049/25947/5049-25947-0008.flac,1.0972330561435149,train-clean-100/3664/11714/3664-11714-0030.flac,0.4516133076989908,train-clean-100/7402/90848/7402-90848-0001.flac,0.6273049742961762,tr/01do030q_1.6536_01nc0215_-1.6536.wav,1.423610090704623
412-126975-0050_4397-15668-0005_6000-86686-0011,train-clean-100/412/126975/412-126975-0050.flac,0.6508439815510467,train-clean-100/4397/15668/4397-15668-0005.flac,0.4745531066461124,train-clean-100/6000/86686/6000-86686-0011.flac,0.7256489416482119,tr/01zc020v_1.5254_01kc020e_-1.5254.wav,1.8496929356204852
8226-274371-0018_8468-295198-0019_1098-133695-0000,train-clean-100/8226/274371/8226-274371-0018.flac,0.7458342316809359,train-clean-100/8468/295198/8468-295198-0019.flac,0.3858194380657387,train-clean-100/1098/133695/1098-133695-0000.flac,0.5525532391007886,tr/01io0301_1.5898_02dc0214_-1.5898.wav,1.9871696163544266
8770-295462-0040_1235-135884-0029_6818-76332-0015,train-clean-100/8770/295462/8770-295462-0040.flac,0.5129126884599674,train-clean-100/1235/135884/1235-135884-0029.flac,0.6174273479903905,train-clean-100/6818/76332/6818-76332-0015.flac,0.5302916199685244,tr/01lo030c_1.64_01jc0213_-1.64.wav,2.1377227358586217
2952-410-0004_6476-57446-0012_8098-278252-0008,train-clean-100/2952/410/2952-410-0004.flac,0.6428508771575067,train-clean-100/6476/57446/6476-57446-0012.flac,0.5595409836740957,train-clean-100/8098/278252/8098-278252-0008.flac,0.5399209256431936,tr/01jo030b_0.13708_40lo030l_-0.13708.wav,1.1393394490390791
4362-15663-0036_7059-77900-0031_1455-134435-0048,train-clean-100/4362/15663/4362-15663-0036.flac,0.5271571915919885,train-clean-100/7059/77900/7059-77900-0031.flac,0.6277264897328936,train-clean-100/1455/134435/1455-134435-0048.flac,0.7788666455287662,tr/01ac020d_0.26549_01zc0217_-0.26549.wav,0.8503974154904405
311-124404-0095_3374-298032-0018_6385-34655-0005,train-clean-100/311/124404/311-124404-0095.flac,1.1722673169946942,train-clean-100/3374/298032/3374-298032-0018.flac,0.5623820448953206,train-clean-100/6385/34655/6385-34655-0005.flac,0.44538840511985367,tr/20ka010h_0.75811_01qo030a_-0.75811.wav,1.1351417219888502
8797-294123-0034_8747-293952-0099_4441-76263-0042,train-clean-100/8797/294123/8797-294123-0034.flac,0.4871153171235283,train-clean-100/8747/293952/8747-293952-0099.flac,0.7739473559217497,train-clean-100/4441/76263/4441-76263-0042.flac,0.3413684027436151,tr/208a010u_1.6831_01cc0209_-1.6831.wav,0.6852107600545293
831-130746-0011_4481-17498-0035_5688-41232-0036,train-clean-100/831/130746/831-130746-0011.flac,0.5376926703745494,train-clean-100/4481/17498/4481-17498-0035.flac,0.30827450742770307,train-clean-100/5688/41232/5688-41232-0036.flac,0.751995261677148,tr/40kc0206_0.92569_40gc0216_-0.92569.wav,0.7858238833902212
8747-293952-0085_4195-186238-0005_7178-34644-0000,train-clean-100/8747/293952/8747-293952-0085.flac,0.8349208840013853,train-clean-100/4195/186238/4195-186238-0005.flac,0.44318878270087336,train-clean-100/7178/34644/7178-34644-0000.flac,0.783659689703185,tr/20ba0112_0.6395_40gc0213_-0.6395.wav,1.3625334509017357
2159-179156-0019_4137-11702-0023_26-496-0016,train-clean-100/2159/179156/2159-179156-0019.flac,1.2316595130783778,train-clean-100/4137/11702/4137-11702-0023.flac,0.5618187149781273,train-clean-100/26/496/26-496-0016.flac,0.7983518153762247,tr/01io0308_1.187_01uo030u_-1.187.wav,0.6319373223258834
405-130895-0018_3857-182315-0039_1737-146161-0012,train-clean-100/405/130895/405-130895-0018.flac,0.4329662548039927,train-clean-100/3857/182315/3857-182315-0039.flac,0.34840959527705423,train-clean-100/1737/146161/1737-146161-0012.flac,0.6149289487401942,tr/40gc0203_0.6935_20ga010z_-0.6935.wav,1.1185382569377031
3857-182315-0030_5393-19218-0026_1034-121119-0065,train-clean-100/3857/182315/3857-182315-0030.flac,0.7220802893970222,train-clean-100/5393/19218/5393-19218-0026.flac,0.5121235254280114,train-clean-100/1034/121119/1034-121119-0065.flac,0.36658340533811934,tr/40bo031a_0.24908_40ka010i_-0.24908.wav,2.5455958892500163
5867-48852-0005_5789-57195-0018_60-121082-0029,train-clean-100/5867/48852/5867-48852-0005.flac,0.7050470692158921,train-clean-100/5789/57195/5789-57195-0018.flac,0.8220213621160645,train-clean-100/60/121082/60-121082-0029.flac,1.1439064738248612,tr/01ea0106_1.3325_40ko030z_-1.3325.wav,0.9054514139185698
200-124139-0030_5688-41232-0060_1098-133695-0051,train-clean-100/200/124139/200-124139-0030.flac,1.209832557172726,train-clean-100/5688/41232/5688-41232-0060.flac,0.883276933568314,train-clean-100/1098/133695/1098-133695-0051.flac,0.5194897686657239,tr/028a010g_0.84689_401o0315_-0.84689.wav,1.0618401789814431
6078-54013-0034_5104-33406-0012_2416-152137-0011,train-clean-100/6078/54013/6078-54013-0034.flac,0.42912772740941574,train-clean-100/5104/33406/5104-33406-0012.flac,0.4550418251224983,train-clean-100/2416/152137/2416-152137-0011.flac,0.6176015109513328,tr/01da0105_1.9804_20lc0108_-1.9804.wav,0.9056900717888788
3440-171006-0008_8088-284756-0061_403-216-0006,train-clean-100/3440/171006/3440-171006-0008.flac,1.0813637907201668,train-clean-100/8088/284756/8088-284756-0061.flac,0.42279902226299,train-clean-100/403/216/403-216-0006.flac,0.6794900889993267,tr/20ka010h_0.29585_027o0306_-0.29585.wav,0.7537606922653267
831-130746-0050_6563-63821-0008_118-124588-0005,train-clean-100/831/130746/831-130746-0050.flac,0.6290994852774526,train-clean-100/6563/63821/6563-63821-0008.flac,0.6926905521286814,train-clean-100/118/124588/118-124588-0005.flac,0.6602068532640862,tr/40go030t_1.4696_02ac020e_-1.4696.wav,0.7967165681286548
8123-275216-0003_7264-92310-0005_5104-33406-0053,train-clean-100/8123/275216/8123-275216-0003.flac,0.4056061218594572,train-clean-100/7264/92310/7264-92310-0005.flac,0.4171396756130039,train-clean-100/5104/33406/5104-33406-0053.flac,0.44744417420705473,tr/028a010d_0.54516_01co031a_-0.54516.wav,1.7935194922435052
6454-120342-0018_7226-86965-0039_5393-19219-0012,train-clean-100/6454/120342/6454-120342-0018.flac,0.32488033217946555,train-clean-100/7226/86965/7226-86965-0039.flac,0.5257341254992722,train-clean-100/5393/19219/5393-19219-0012.flac,0.5156066446337629,tr/01zo030t_0.25577_20da010x_-0.25577.wav,3.468303675219658
6415-111615-0014_5808-48608-0055_8226-274369-0043,train-clean-100/6415/111615/6415-111615-0014.flac,0.39183405266997057,train-clean-100/5808/48608/5808-48608-0055.flac,0.7384253683923898,train-clean-100/8226/274369/8226-274369-0043.flac,0.30425742242392606,tr/01uo030f_1.5091_01vo0318_-1.5091.wav,2.088667647121575
6385-220959-0029_5703-47198-0014_8095-274346-0042,train-clean-100/6385/220959/6385-220959-0029.flac,0.3198926440362478,train-clean-100/5703/47198/5703-47198-0014.flac,0.3483577968269929,train-clean-100/8095/274346/8095-274346-0042.flac,0.5026071679875816,tr/025o030p_0.74782_026c020d_-0.74782.wav,0.8434019092262347
1594-135914-0014_250-142286-0004_887-123291-0036,train-clean-100/1594/135914/1594-135914-0014.flac,1.8913182040617211,train-clean-100/250/142286/250-142286-0004.flac,0.4389929704157247,train-clean-100/887/123291/887-123291-0036.flac,0.6205886539450365,tr/40ec021f_0.63039_20ao010b_-0.63039.wav,1.412065862386549
1263-139804-0024_2002-139469-0012_4397-15666-0012,train-clean-100/1263/139804/1263-139804-0024.flac,0.46356734550500256,train-clean-100/2002/139469/2002-139469-0012.flac,0.5430592815580757,train-clean-100/4397/15666/4397-15666-0012.flac,0.5012049689409963,tr/206o0105_0.85457_20co010d_-0.85457.wav,0.3537058825780941
4898-28461-0048_7190-90542-0056_211-122442-0030,train-clean-100/4898/28461/4898-28461-0048.flac,0.7535899300041407,train-clean-100/7190/90542/7190-90542-0056.flac,0.8294531254291836,train-clean-100/211/122442/211-122442-0030.flac,0.7061004038874527,tr/01qo031e_0.50067_20rc0103_-0.50067.wav,1.5911773432163743
1737-148989-0002_426-122821-0024_2159-179157-0010,train-clean-100/1737/148989/1737-148989-0002.flac,0.6375798013445623,train-clean-100/426/122821/426-122821-0024.flac,0.962061109928779,train-clean-100/2159/179157/2159-179157-0010.flac,0.8818661647773481,tr/025o030l_2.2667_01uo0315_-2.2667.wav,0.543732223771104
7302-86815-0061_332-128985-0068_2289-152254-0008,train-clean-100/7302/86815/7302-86815-0061.flac,1.1084246618844031,train-clean-100/332/128985/332-128985-0068.flac,0.4324553254701222,train-clean-100/2289/152254/2289-152254-0008.flac,0.7010300174321,tr/021c0204_2.1382_01ic020v_-2.1382.wav,1.0610899977739705
