mixture_ID,source_1_path,source_1_gain,source_2_path,source_2_gain,noise_path,noise_gain
198-126831-0006_1040-133433-0072,train-clean-100/198/126831/198-126831-0006.flac,1.6891492464947746,train-clean-100/1040/133433/1040-133433-0072.flac,0.7731348941975944,tr/01to030z_0.58482_01sa010m_-0.58482sp12.wav,0.5533115854964091
587-54108-0001_481-123720-0077,train-clean-100/587/54108/587-54108-0001.flac,1.7741351197480864,train-clean-100/481/123720/481-123720-0077.flac,0.5109175957936741,tr/40ea0111_0.91472_20eo0101_-0.91472sp08.wav,0.9260994196621393
669-129061-0072_6147-34606-0020,train-clean-100/669/129061/669-129061-0072.flac,0.5546427958561113,train-clean-100/6147/34606/6147-34606-0020.flac,0.5164723291602342,tr/01ia010h_1.4347_019o030h_-1.4347.wav,1.4807256441407495
1034-121119-0000_2514-149482-0013,train-clean-100/1034/121119/1034-121119-0000.flac,0.5107766364396241,train-clean-100/2514/149482/2514-149482-0013.flac,0.34685245399124437,tr/40ka0108_1.9971_20mo0104_-1.9971.wav,3.4765751455349765
1363-139304-0032_8609-283227-0062,train-clean-100/1363/139304/1363-139304-0032.flac,0.3681490073479274,train-clean-100/8609/283227/8609-283227-0062.flac,0.4465425597818368,tr/02eo0318_2.2151_205a010h_-2.2151sp08.wav,1.5623963010548318
1963-142393-0048_1183-133255-0007,train-clean-100/1963/142393/1963-142393-0048.flac,0.2408297653845701,train-clean-100/1183/133255/1183-133255-0007.flac,0.6821221712025397,tr/20rc010i_1.5926_20go0102_-1.5926sp12.wav,0.8662615356351596
39-121914-0045_5789-70653-0026,train-clean-100/39/121914/39-121914-0045.flac,0.7913709859477689,train-clean-100/5789/70653/5789-70653-0026.flac,0.5353157480026395,tr/01kc020f_0.34292_01ea0103_-0.34292sp12.wav,0.9467276325368386
3982-182255-0027_5688-41232-0012,train-clean-100/3982/182255/3982-182255-0027.flac,1.2999413161648046,train-clean-100/5688/41232/5688-41232-0012.flac,0.38228425238546654,tr/40kc021e_1.8797_013o0311_-1.8797sp12.wav,1.7518571528400193
7517-100437-0030_6818-76332-0048,train-clean-100/7517/100437/7517-100437-0030.flac,0.41830511587379976,train-clean-100/6818/76332/6818-76332-0048.flac,0.6739746958060598,tr/02do030j_2.4338_02eo030q_-2.4338sp12.wav,1.6299126087207805
1363-139304-0044_163-122947-0081,train-clean-100/1363/139304/1363-139304-0044.flac,0.7702723736922579,train-clean-100/163/122947/163-122947-0081.flac,1.7529007087366901,tr/025o030q_1.8907_01pa0103_-1.8907sp08.wav,1.6281675068261403
4267-72637-0010_2416-152139-0051,train-clean-100/4267/72637/4267-72637-0010.flac,0.39786350684613647,train-clean-100/2416/152139/2416-152139-0051.flac,0.802588224386397,tr/024c020g_1.3513_01aa010x_-1.3513sp12.wav,0.6308618203199862
2136-5147-0019_4640-19189-0020,train-clean-100/2136/5147/2136-5147-0019.flac,0.3638398652424993,train-clean-100/4640/19189/4640-19189-0020.flac,0.5974494852996447,tr/027c020u_0.58719_40ko030j_-0.58719sp12.wav,2.2247972570912844
5390-24512-0001_1963-142393-0005,train-clean-100/5390/24512/5390-24512-0001.flac,0.42910224133575786,train-clean-100/1963/142393/1963-142393-0005.flac,0.27737581942665246,tr/208o010d_2.4545_407o0317_-2.4545sp12.wav,1.7717238841480833
125-121124-0006_8324-286682-0039,train-clean-100/125/121124/125-121124-0006.flac,0.6750832816698192,train-clean-100/8324/286682/8324-286682-0039.flac,0.6714880475011762,tr/026c020r_1.8768_20po010a_-1.8768.wav,1.8238458524995669
7505-258964-0023_1098-133695-0048,train-clean-100/7505/258964/7505-258964-0023.flac,0.363862843887199,train-clean-100/1098/133695/1098-133695-0048.flac,0.46371713518261903,tr/018o0307_0.46479_20vc0108_-0.46479.wav,0.5250545688644708
1081-125237-0031_6818-76332-0031,train-clean-100/1081/125237/1081-125237-0031.flac,0.23757027047933513,train-clean-100/6818/76332/6818-76332-0031.flac,1.286011937801663,tr/016a0108_0.50625_20aa0103_-0.50625sp12.wav,0.9911516875279992
1578-140049-0023_5703-47212-0020,train-clean-100/1578/140049/1578-140049-0023.flac,1.144088145994478,train-clean-100/5703/47212/5703-47212-0020.flac,0.4114611151352127,tr/40oa0101_0.66356_024a0106_-0.66356sp12.wav,1.8036069837117255
125-121342-0036_5022-29405-0014,train-clean-100/125/121342/125-121342-0036.flac,1.311877375741811,train-clean-100/5022/29405/5022-29405-0014.flac,0.34690031039641067,tr/01po0303_1.5427_026c020f_-1.5427.wav,2.4319229003108624
248-130652-0015_5688-41232-0013,train-clean-100/248/130652/248-130652-0015.flac,1.3197633008755465,train-clean-100/5688/41232/5688-41232-0013.flac,0.5184051977350573,tr/02do030u_2.3589_021c020c_-2.3589.wav,0.4728446265978597
2518-154825-0002_669-129074-0026,train-clean-100/2518/154825/2518-154825-0002.flac,0.7189312016037409,train-clean-100/669/129074/669-129074-0026.flac,0.24546320727196472,tr/206o010k_1.3988_02eo030c_-1.3988sp12.wav,2.1258022800466043
3830-12530-0023_89-219-0064,train-clean-100/3830/12530/3830-12530-0023.flac,0.49243378685658246,train-clean-100/89/219/89-219-0064.flac,0.662381885902347,tr/204o0105_1.4262_207o0104_-1.4262sp12.wav,2.1510849003535433
1502-122615-0021_233-134440-0034,train-clean-100/1502/122615/1502-122615-0021.flac,0.48033684475755,train-clean-100/233/134440/233-134440-0034.flac,0.4955307870506397,tr/015o030q_2.292_01yo030f_-2.292sp08.wav,2.943517473918523
6181-216552-0033_403-216-0006,train-clean-100/6181/216552/6181-216552-0033.flac,0.520474317309317,train-clean-100/403/216/403-216-0006.flac,0.6243953052315699,tr/01ja010j_0.046913_02dc020h_-0.046913sp08.wav,1.5669208805170827
5339-14134-0044_4788-294466-0002,train-clean-100/5339/14134/5339-14134-0044.flac,0.5970584773787639,train-clean-100/4788/294466/4788-294466-0002.flac,0.393247510889499,tr/20sa0105_1.9331_017o030l_-1.9331sp08.wav,0.7256798735610569
6848-252323-0020_4830-25904-0045,train-clean-100/6848/252323/6848-252323-0020.flac,0.823160948974757,train-clean-100/4830/25904/4830-25904-0045.flac,0.655382933044438,tr/01ra0104_1.5576_20uo010e_-1.5576sp08.wav,2.7088076820958915
60-121082-0019_3235-28433-0011,train-clean-100/60/121082/60-121082-0019.flac,1.2565328951281114,train-clean-100/3235/28433/3235-28433-0011.flac,0.2925634979820241,tr/02ac0202_0.1022_208o010d_-0.1022.wav,1.2571855793135658
2989-138035-0052_5778-54535-0027,train-clean-100/2989/138035/2989-138035-0052.flac,0.8697697955725476,train-clean-100/5778/54535/5778-54535-0027.flac,0.47330981518446635,tr/40eo0312_1.8121_20hc010i_-1.8121sp12.wav,0.7748612810505694
6272-70171-0025_4195-186238-0002,train-clean-100/6272/70171/6272-70171-0025.flac,0.6828970861937111,train-clean-100/4195/186238/4195-186238-0002.flac,0.39783465540119733,tr/029o0307_0.37759_40fa010i_-0.37759sp12.wav,0.43151315788044187
1040-133433-0002_4680-16026-0008,train-clean-100/1040/133433/1040-133433-0002.flac,0.5458028901294445,train-clean-100/4680/16026/4680-16026-0008.flac,0.5896341763303078,tr/016o030g_0.0039896_40mc020j_-0.0039896sp12.wav,1.2317303416555632
3607-135982-0031_7067-76047-0018,train-clean-100/3607/135982/3607-135982-0031.flac,1.0138839491875444,train-clean-100/7067/76047/7067-76047-0018.flac,0.4783402985057829,tr/013o031f_1.3073_20ic0107_-1.3073sp08.wav,0.6836231314677916
4137-11702-0034_6848-76049-0025,train-clean-100/4137/11702/4137-11702-0034.flac,0.4789394455917994,train-clean-100/6848/76049/6848-76049-0025.flac,0.5518496035095145,tr/02ba010j_1.6503_40ho0315_-1.6503sp12.wav,2.5666003139386206
3112-9555-0053_4137-11702-0006,train-clean-100/3112/9555/3112-9555-0053.flac,0.2835504509160634,train-clean-100/4137/11702/4137-11702-0006.flac,0.5414714243929375,tr/40oc0218_0.49941_026c020y_-0.49941.wav,1.5936497449878375
4788-91208-0032_5022-29405-0015,train-clean-100/4788/91208/4788-91208-0032.flac,0.7086495797563467,train-clean-100/5022/29405/5022-29405-0015.flac,0.6380386949857408,tr/018c0210_2.4244_20oo010n_-2.4244.wav,1.095379114100067
2836-5355-0010_4214-7146-0032,train-clean-100/2836/5355/2836-5355-0010.flac,0.2859024104374742,train-clean-100/4214/7146/4214-7146-0032.flac,0.31097385526282223,tr/208a0107_2.0306_01ya0110_-2.0306sp12.wav,1.8371777392746493
2289-152253-0009_7794-295947-0000,train-clean-100/2289/152253/2289-152253-0009.flac,0.6906839629337289,train-clean-100/7794/295947/7794-295947-0000.flac,0.36333936271235784,tr/01lc0217_1.795_022o030z_-1.795.wav,3.395509698519688
7635-105661-0027_19-198-0034,train-clean-100/7635/105661/7635-105661-0027.flac,0.7257864454353351,train-clean-100/19/198/19-198-0034.flac,0.5104135838406441,tr/20po010b_1.712_01ec0219_-1.712sp08.wav,4.180158581009429
2843-152918-0027_2136-5143-0017,train-clean-100/2843/152918/2843-152918-0027.flac,0.7544481736282745,train-clean-100/2136/5143/2136-5143-0017.flac,0.3617484343415425,tr/01xa0103_0.90087_408a0110_-0.90087.wav,1.4261919381801909
1594-135914-0049_4640-19187-0035,train-clean-100/1594/135914/1594-135914-0049.flac,1.897349821485093,train-clean-100/4640/19187/4640-19187-0035.flac,0.6614056843285439,tr/01jc020x_1.6373_40go0314_-1.6373sp08.wav,1.4899901015620027
150-132655-0015_1116-137572-0030,train-clean-100/150/132655/150-132655-0015.flac,0.7537924649078401,train-clean-100/1116/137572/1116-137572-0030.flac,1.0447092068584616,tr/01sa0111_1.1931_40jo0308_-1.1931.wav,0.32878545026742356
5390-24512-0040_1183-128659-0019,train-clean-100/5390/24512/5390-24512-0040.flac,0.5694822676673352,train-clean-100/1183/128659/1183-128659-0019.flac,0.40233716903411015,tr/40lc0213_1.2343_40fa010a_-1.2343.wav,1.7877513070089242
103-1241-0022_5808-54425-0014,train-clean-100/103/1241/103-1241-0022.flac,0.9743011017588572,train-clean-100/5808/54425/5808-54425-0014.flac,0.2932567312332476,tr/01kc0209_1.1673_403c0201_-1.1673sp08.wav,2.003670934764208
118-47824-0018_4813-248641-0049,train-clean-100/118/47824/118-47824-0018.flac,0.46555972160397163,train-clean-100/4813/248641/4813-248641-0049.flac,0.6873279799476827,tr/40ao030e_1.2802_01ja010n_-1.2802.wav,1.6452280258197436
27-123349-0014_5789-70653-0000,train-clean-100/27/123349/27-123349-0014.flac,1.72422324980006,train-clean-100/5789/70653/5789-70653-0000.flac,0.4524023214173869,tr/40mo030h_2.0283_016c0212_-2.0283sp08.wav,1.4795296173697572
